ID,City,Age,Religion,Ethnic,Educational Level,Occupation,Social Class,Montly Expenditure for Food (%),Religious Value in Type of Food,Religious Value in Eating Places,Religious Value in Consumption Pattern,Practice of Food Consumption Based on Religious Rules,Practice of Food Consumption Based on Custom Rules,Buying Food Product in the Right Place Based on Religious Rules,Practice of Consumption Traditional Food
441,Surabaya,33,Islam,Madura,Bachelor degree,Government Employees,Lower Class,58,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree
442,Surabaya,26,Islam,Madura,Diploma,Government Employees,Middle Class,44,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree
443,Makasar,42,Islam,Java,Master and doctoral degree,Government Employees,Middle Class,35,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
444,Makasar,31,Islam,Java,Bachelor degree,Police Officer?/Army,Lower Class,59,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree
445,Makasar,27,Islam,Java,Bachelor degree,Police Officer?/Army,Lower Class,65,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree
446,Makasar,52,Islam,Java,Diploma,Private Employees,Middle Class,41,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
447,Makasar,63,Islam,Minang,Primary School,Private Employees,Upper Class,26,Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
448,Makasar,55,Islam,Minang,Master and doctoral degree,Government Employees,Lower Class,76,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree
449,Makasar,49,Islam,Madura,Primary School,Police Officer?/Army,Upper Class,22,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree
450,Makasar,54,Islam,Java,Master and doctoral degree,Private Employees,Upper Class,18,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree
451,Makasar,61,Islam,Java,Senior High School,Private Employees,Lower Class,57,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
452,Makasar,27,Protestant,Java,Diploma,Private Employees,Middle Class,43,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
453,Makasar,42,Protestant,Madura,Master and doctoral degree,Enterpreneur,Middle Class,38,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree
454,Makasar,45,Catholic,Batak,Bachelor degree,Enterpreneur,Lower Class,61,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
455,Makasar,50,Islam,Batak,Junior High School,Enterpreneur,Middle Class,58,Agree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
456,Makasar,34,Islam,Java,Primary School,Enterpreneur,Middle Class,34,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree
457,Makasar,32,Islam,Java,Bachelor degree,Government Employees,Upper Class,26,Agree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
458,Makasar,38,Catholic,Java,Diploma,Government Employees,Lower Class,57,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree
459,Makasar,31,Protestant,Java,Diploma,Government Employees,Upper Class,24,Agree,Agree,Agree,Agree,Agree,Agree,Agree
460,Makasar,36,Islam,Java,Master and doctoral degree,Government Employees,Upper Class,27,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
461,Makasar,52,Islam,Sunda,Master and doctoral degree,Government Employees,Lower Class,67,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
462,Makasar,59,Islam,Java,Primary School,Private Employees,Middle Class,36,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
463,Makasar,49,Catholic,Sunda,Bachelor degree,Private Employees,Middle Class,42,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
464,Makasar,43,Protestant,Java,Diploma,Private Employees,Lower Class,73,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Agree,Disagree
465,Makasar,54,Islam,Sunda,Diploma,Private Employees,Lower Class,41,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
466,Makasar,61,Islam,Java,Diploma,Enterpreneur,Middle Class,33,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Disagree,Strongly Agree,Disagree
467,Makasar,29,Islam,Java,Diploma,Enterpreneur,Upper Class,19,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
468,Makasar,42,Islam,Minang,Diploma,Enterpreneur,Lower Class,69,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
469,Makasar,62,Protestant,Batak,Senior High School,Enterpreneur,Upper Class,23,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
470,Makasar,46,Budha,Other,Diploma,Enterpreneur,Upper Class,25,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree
471,Makasar,28,Islam,Java,Senior High School,Enterpreneur,Lower Class,57,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree
472,Makasar,38,Islam,Java,Master and doctoral degree,Government Employees,Middle Class,43,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree
473,Makasar,43,Islam,Java,Diploma,Government Employees,Middle Class,38,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
474,Makasar,51,Islam,Java,Diploma,Government Employees,Lower Class,61,Agree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
475,Makasar,60,Islam,Minang,Bachelor degree,Government Employees,Middle Class,58,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
476,Makasar,30,Hindu,Java,Senior High School,Government Employees,Middle Class,34,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
477,Makasar,35,Protestant,Bugis,Diploma,Government Employees,Upper Class,26,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
478,Makasar,30,Protestant,Java,Diploma,Government Employees,Lower Class,57,Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree
479,Makasar,37,Protestant,Java,Senior High School,Enterpreneur,Upper Class,24,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
480,Makasar,31,Islam,Java,Senior High School,Enterpreneur,Upper Class,27,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree
481,Makasar,36,Islam,Minang,Senior High School,Enterpreneur,Middle Class,67,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Disagree,Agree
482,Makasar,43,Islam,Java,Bachelor degree,Enterpreneur,Middle Class,36,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
483,Makasar,63,Islam,Java,Diploma,Enterpreneur,Middle Class,42,Strongly Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
484,Makasar,45,Islam,Bugis,Diploma,Enterpreneur,Lower Class,73,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
485,Makasar,30,Protestant,Java,Diploma,Independent Worker,Lower Class,41,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
486,Makasar,37,Protestant,Bugis,Diploma,Independent Worker,Middle Class,33,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Disagree
487,Makasar,39,Catholic,Bugis,Diploma,Independent Worker,Upper Class,19,Strongly Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
488,Makasar,35,Catholic,Sunda,Senior High School,Independent Worker,Lower Class,69,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
489,Makasar,31,Islam,Java,Diploma,Independent Worker,Lower Class,23,Strongly Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree
490,Makasar,36,Islam,Minang,Senior High School,Independent Worker,Middle Class,25,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
491,Makasar,52,Islam,Java,Senior High School,Private Employees,Middle Class,58,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree
492,Makasar,59,Islam,Java,Junior High School,Private Employees,Upper Class,44,Agree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
493,Makasar,43,Islam,Java,Junior High School,Private Employees,Lower Class,35,Agree,Agree,Agree,Agree,Agree,Agree,Agree
494,Makasar,30,Islam,Java,Senior High School,Private Employees,Lower Class,59,Agree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
495,Makasar,38,Islam,Bugis,Diploma,Government Employees,Middle Class,65,Agree,Agree,Agree,Agree,Agree,Agree,Agree
496,Makasar,30,Islam,Bugis,Diploma,Government Employees,Middle Class,41,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree
497,Makasar,34,Catholic,Bugis,Diploma,Enterpreneur,Upper Class,26,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
498,Makasar,28,Islam,Java,Diploma,Enterpreneur,Upper Class,76,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
499,Makasar,36,Islam,Java,Diploma,Enterpreneur,Upper Class,22,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
500,Makasar,45,Islam,Bugis,Bachelor degree,Private Employees,Middle Class,18,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree
501,Makasar,59,Islam,Bugis,Primary School,Private Employees,Lower Class,57,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Disagree,Neither agree nor disagree,Disagree
502,Makasar,41,Islam,Bugis,Diploma,Private Employees,Middle Class,43,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree
503,Makasar,62,Islam,Bugis,Diploma,Private Employees,Middle Class,38,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
504,Makasar,40,Catholic,Java,Primary School,Private Employees,Lower Class,61,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
505,Makasar,26,Catholic,Java,Diploma,Private Employees,Lower Class,58,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
506,Makasar,42,Catholic,Batak,Master and doctoral degree,Private Employees,Middle Class,34,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
507,Makasar,31,Islam,Java,Diploma,Teacher?/Lecturer,Upper Class,26,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
508,Makasar,36,Islam,Java,Master and doctoral degree,Teacher?/Lecturer,Lower Class,57,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree
509,Makasar,46,Islam,Java,Senior High School,Government Employees,Upper Class,24,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
510,Makasar,59,Islam,Bugis,Senior High School,Government Employees,Upper Class,27,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree
511,Makasar,40,Islam,Bugis,Junior High School,Government Employees,Lower Class,67,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree
512,Makasar,41,Islam,Bugis,Junior High School,Government Employees,Middle Class,36,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree
513,Makasar,54,Protestant,Java,Senior High School,Government Employees,Middle Class,42,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
514,Makasar,61,Protestant,Java,Senior High School,Police Officer?/Army,Lower Class,73,Agree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
515,Makasar,32,Protestant,Java,Diploma,Police Officer?/Army,Middle Class,41,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
516,Makasar,26,Islam,Batak,Diploma,Private Employees,Middle Class,33,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neither agree nor disagree,Disagree
517,Makasar,62,Islam,Java,Junior High School,Private Employees,Upper Class,19,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
518,Makasar,30,Islam,Batak,Diploma,Government Employees,Lower Class,69,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree
519,Makasar,41,Islam,Bugis,Bachelor degree,Police Officer?/Army,Upper Class,23,Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree
520,Makasar,27,Islam,Java,Diploma,Private Employees,Upper Class,25,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Disagree
521,Makasar,35,Islam,Java,Master and doctoral degree,Private Employees,Lower Class,57,Agree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
522,Makasar,28,Protestant,Java,Diploma,Private Employees,Middle Class,43,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
523,Makasar,36,Islam,Java,Diploma,Enterpreneur,Middle Class,38,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
524,Makasar,38,Islam,Java,Senior High School,Enterpreneur,Lower Class,61,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree
525,Makasar,63,Islam,Minang,Senior High School,Enterpreneur,Lower Class,58,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Disagree
526,Makasar,30,Hindu,Java,Diploma,Enterpreneur,Middle Class,34,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Agree
527,Makasar,43,Protestant,Java,Senior High School,Government Employees,Upper Class,26,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
528,Makasar,40,Protestant,Java,Senior High School,Government Employees,Lower Class,57,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
529,Makasar,33,Protestant,Java,Senior High School,Government Employees,Upper Class,24,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
530,Makasar,31,Islam,Java,Senior High School,Government Employees,Upper Class,27,Agree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
531,Makasar,36,Islam,Java,Bachelor degree,Government Employees,Lower Class,67,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
532,Makasar,52,Islam,Java,Bachelor degree,Private Employees,Middle Class,36,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree
533,Makasar,59,Islam,Java,Senior High School,Private Employees,Middle Class,42,Strongly Agree,Neither agree nor disagree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
534,Makasar,38,Islam,Java,Master and doctoral degree,Private Employees,Lower Class,73,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
535,Makasar,40,Protestant,Java,Master and doctoral degree,Private Employees,Middle Class,41,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Agree
536,Makasar,53,Protestant,Minang,Master and doctoral degree,Enterpreneur,Middle Class,33,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
537,Makasar,42,Catholic,Java,Diploma,Enterpreneur,Upper Class,19,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
538,Makasar,48,Catholic,Sunda,Diploma,Enterpreneur,Lower Class,69,Strongly Agree,Disagree,Strongly Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
539,Makasar,45,Islam,Java,Diploma,Enterpreneur,Upper Class,23,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
540,Makasar,40,Islam,Java,Master and doctoral degree,Enterpreneur,Upper Class,25,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Neither agree nor disagree,Disagree
541,Makasar,50,Islam,Minang,Master and doctoral degree,Enterpreneur,Lower Class,58,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
542,Makasar,30,Islam,Java,Senior High School,Government Employees,Middle Class,44,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree
543,Makasar,45,Islam,Java,Senior High School,Government Employees,Middle Class,35,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Agree
544,Makasar,25,Islam,Java,Master and doctoral degree,Government Employees,Lower Class,59,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
545,Makasar,29,Islam,Java,Senior High School,Government Employees,Lower Class,65,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Agree,Disagree
546,Makasar,31,Islam,Java,Bachelor degree,Government Employees,Middle Class,41,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
547,Makasar,36,Catholic,Java,Senior High School,Government Employees,Upper Class,26,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree
548,Makasar,52,Islam,Minang,Senior High School,Government Employees,Lower Class,76,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
549,Makasar,59,Islam,Java,Senior High School,Enterpreneur,Upper Class,22,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
550,Makasar,54,Islam,Java,Senior High School,Enterpreneur,Upper Class,18,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
551,Makasar,62,Islam,Java,Senior High School,Enterpreneur,Lower Class,57,Strongly Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree
552,Makasar,41,Islam,Java,Senior High School,Enterpreneur,Middle Class,43,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree
553,Makasar,36,Islam,Other,Bachelor degree,Enterpreneur,Middle Class,38,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree
554,Makasar,23,Catholic,Java,Senior High School,Enterpreneur,Lower Class,61,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
555,Makasar,49,Catholic,Java,Senior High School,Independent Worker,Middle Class,58,Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
556,Makasar,22,Catholic,Java,Senior High School,Independent Worker,Middle Class,34,Strongly Agree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree
557,Makasar,42,Islam,Java,Junior High School,Independent Worker,Upper Class,26,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
558,Makasar,31,Islam,Java,Primary School,Independent Worker,Lower Class,57,Strongly Agree,Neither agree nor disagree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
559,Makasar,36,Islam,Minang,Senior High School,Independent Worker,Upper Class,24,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree
560,Makasar,52,Islam,Java,Junior High School,Independent Worker,Upper Class,27,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
561,Makasar,59,Islam,Minang,Senior High School,Private Employees,Lower Class,67,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree
562,Makasar,37,Islam,Java,Master and doctoral degree,Private Employees,Middle Class,36,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree
563,Denpasar,38,Protestant,Java,Diploma,Private Employees,Middle Class,42,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
564,Denpasar,54,Protestant,Java,Master and doctoral degree,Private Employees,Lower Class,73,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
565,Denpasar,50,Protestant,Java,Diploma,Government Employees,Lower Class,41,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
566,Denpasar,22,Islam,Sunda,Diploma,Government Employees,Middle Class,33,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
567,Denpasar,29,Islam,Java,Diploma,Enterpreneur,Upper Class,19,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Disagree,Agree,Disagree
568,Denpasar,49,Islam,Minang,Junior High School,Enterpreneur,Lower Class,69,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
569,Denpasar,35,Islam,Java,Master and doctoral degree,Enterpreneur,Upper Class,23,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree
570,Denpasar,30,Islam,Java,Senior High School,Private Employees,Upper Class,25,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree
571,Denpasar,51,Islam,Java,Junior High School,Private Employees,Lower Class,57,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
572,Denpasar,23,Budha,Other,Senior High School,Private Employees,Middle Class,43,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree
573,Denpasar,42,Islam,Java,Bachelor degree,Private Employees,Middle Class,38,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
574,Denpasar,29,Islam,Java,Senior High School,Private Employees,Lower Class,61,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Disagree,Strongly Agree,Disagree
575,Denpasar,28,Islam,Java,Senior High School,Private Employees,Middle Class,58,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
576,Denpasar,34,Hindu,Bali,Senior High School,Private Employees,Middle Class,34,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
577,Denpasar,59,Protestant,Java,Junior High School,Teacher?/Lecturer,Upper Class,26,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
578,Denpasar,54,Protestant,Java,Master and doctoral degree,Teacher?/Lecturer,Lower Class,57,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree
579,Denpasar,38,Protestant,Java,Junior High School,Government Employees,Upper Class,24,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly Agree,Disagree,Strongly Agree,Disagree
580,Denpasar,61,Islam,Minang,Senior High School,Government Employees,Upper Class,27,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Agree
581,Denpasar,24,Islam,Other,Bachelor degree,Government Employees,Middle Class,67,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
582,Denpasar,32,Islam,Other,Master and doctoral degree,Government Employees,Middle Class,36,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
583,Denpasar,31,Islam,Java,Bachelor degree,Government Employees,Middle Class,42,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree
584,Denpasar,25,Islam,Java,Senior High School,Police Officer?/Army,Lower Class,73,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
585,Denpasar,35,Protestant,Java,Senior High School,Police Officer?/Army,Lower Class,41,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
586,Denpasar,59,Protestant,Other,Diploma,Private Employees,Middle Class,33,Agree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Disagree,Agree
587,Denpasar,54,Catholic,Java,Diploma,Private Employees,Upper Class,19,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
588,Denpasar,37,Islam,Minang,Senior High School,Government Employees,Lower Class,69,Agree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
589,Denpasar,54,Islam,Sunda,Senior High School,Police Officer?/Army,Lower Class,23,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree
590,Denpasar,33,Islam,Sunda,Bachelor degree,Private Employees,Middle Class,25,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
591,Denpasar,29,Hindu,Bali,Bachelor degree,Private Employees,Middle Class,58,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
